id,titre,description,prix,surface,type_local,type_local_code,type_transaction,type_vendeur,location_id,thumbnail_url,image_urls,images_detailed,sources,contacts,nb_sources,nb_sources_with_urls,nb_contacts,nb_contacts_actifs,nb_ads_total,nb_ads_actifs,flags,first_seen_at,created_at,modified_at,price_dropped_at,page,scraped_at,latitude,longitude
63758,S+1 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
Ain Zaghouan
Ain Zaghouane
S+1 en location
Video
visite 360°
Photos
Plan
Map...",1400,50,Appartement,1,Location,Agence,Ain Zaghouane : S+1 en location,https://cdn-media.medialabtc.it/tn/agencies/tuhb2/estates/63758/images/368214/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuhb2/estates/63758/images/368214/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb2/estates/63758/images/368213/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb2/estates/63758/images/368217/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb2/estates/63758/images/368218/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb2/images/team_member/production/20.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb2/images/team_member/production/453.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb2/images/team_member/production/1233.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb2/images/team_member/production/1161.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb2/images/team_member/production/780.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
57986,S+1 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
Les Berges Du Lac
Les Berges Du Lac 1
S+1 en location
Video
visite 360°
Phot...",1300,60,Appartement,1,Location,Agence,Les Berges Du Lac 1 : S+1 en location,https://cdn-media.medialabtc.it/tn/agencies/tuca1/estates/57986/images/314076/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuca1/estates/57986/images/314076/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuca1/estates/57986/images/314077/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuca1/estates/57986/images/314080/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuca1/estates/57986/images/314075/gallery_media.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
63465,S+3 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
Carthage
Carthage
S+3 en location
Video
visite 360°
Photos
Plan
Map
 +8
S+3 ...",4500,200,Appartement,1,Location,Agence,Carthage : S+3 en location,https://cdn-media.medialabtc.it/tn/agencies/tuma1/estates/63465/images/367417/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuma1/estates/63465/images/367417/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuma1/estates/63465/images/367408/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuma1/estates/63465/images/367413/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuma1/estates/63465/images/367416/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuma1/images/team_member/production/478.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuma1/images/team_member/production/1390.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuma1/images/team_member/production/1424.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuma1/images/team_member/production/905.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuma1/images/team_member/production/1389.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
63786,S+1 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
Jardins de Carthage
Les Jardins De Carthage
S+1 en location
Video
visite 360...",1600,80,Appartement,1,Location,Agence,Les Jardins De Carthage : S+1 en location,https://cdn-media.medialabtc.it/tn/agencies/tuhb4/estates/63786/images/368242/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuhb4/estates/63786/images/368242/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb4/estates/63786/images/368241/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb4/estates/63786/images/368245/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb4/estates/63786/images/368246/gallery_media.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
62817,S+2 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
La Soukra
Soukra
S+2 en location
Video
visite 360°
Photos
Plan
Map
 +8
S+2 e...",1300,90,Appartement,1,Location,Agence,Soukra : S+2 en location,https://cdn-media.medialabtc.it/tn/agencies/tuha4/estates/62817/images/368221/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuha4/estates/62817/images/368221/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha4/estates/62817/images/368199/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha4/estates/62817/images/368194/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha4/estates/62817/images/368195/gallery_media.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
63793,S+1 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
Aouina
Aouina 2
S+1 en location
Video
visite 360°
Photos
Plan
Map
 +6
S+1 en...",1500,70,Appartement,1,Location,Agence,Aouina 2 : S+1 en location,https://cdn-media.medialabtc.it/tn/agencies/tuao3/estates/63793/images/368616/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuao3/estates/63793/images/368616/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuao3/estates/63793/images/368614/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuao3/estates/63793/images/368620/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuao3/estates/63793/images/368642/gallery_media.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
63602,S+1 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
Aouina
Aouina
S+1 en location
Video
visite 360°
Photos
Plan
Map
 +9
S+1 en l...","
850",50,Appartement,1,Location,Agence,Aouina : S+1 en location,https://cdn-media.medialabtc.it/tn/agencies/tuha3/estates/63602/images/366231/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuha3/estates/63602/images/366231/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha3/estates/63602/images/366232/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha3/estates/63602/images/366233/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha3/estates/63602/images/366234/gallery_media.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
63461,S+3 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
Ariana
Hedi Nouira Ariana
S+3 en location
Video
visite 360°
Photos
Plan
Map
...",1100,153,Appartement,1,Location,Agence,Hedi Nouira Ariana : S+3 en location,https://cdn-media.medialabtc.it/tn/agencies/tuaa1/estates/63461/images/368660/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuaa1/estates/63461/images/368660/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuaa1/estates/63461/images/368681/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuaa1/estates/63461/images/368659/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuaa1/estates/63461/images/368684/gallery_media.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
63534,S+2 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
La Soukra
Soukra
S+2 en location
Video
visite 360°
Photos
Plan
Map
 +6
S+2 e...",1350,100,Appartement,1,Location,Agence,Soukra : S+2 en location,https://cdn-media.medialabtc.it/tn/agencies/tuha4/estates/63534/images/368189/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuha4/estates/63534/images/368189/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha4/estates/63534/images/368190/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha4/estates/63534/images/368182/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha4/estates/63534/images/368187/gallery_media.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
63642,S+1 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
Ennasr
Ennasr 2
S+1 en location
Video
visite 360°
Photos
Plan
Map
 +8
S+1 en...",1150,52,Appartement,1,Location,Agence,Ennasr 2 : S+1 en location,https://cdn-media.medialabtc.it/tn/agencies/arca1/estates/63642/images/368260/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/arca1/estates/63642/images/368260/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/arca1/estates/63642/images/368281/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/arca1/estates/63642/images/368282/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/arca1/estates/63642/images/368256/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/arca1/images/team_member/production/898.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/arca1/images/team_member/production/902.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/arca1/images/team_member/production/1668.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
63754,S+2 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
Jardins de Carthage
Les Jardins De Carthage
S+2 en location
Video
visite 360...",1300,70,Appartement,1,Location,Agence,Les Jardins De Carthage : S+2 en location,https://cdn-media.medialabtc.it/tn/agencies/tuhb5/estates/63754/images/368297/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/estates/63754/images/368297/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/estates/63754/images/368299/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/estates/63754/images/368300/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/estates/63754/images/368298/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/images/team_member/production/1677.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/images/team_member/production/1751.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/images/team_member/production/1678.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/images/team_member/production/1703.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
63789,S+3 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
Ariana
Riadh Landalous
S+3 en location
Video
visite 360°
Photos
Plan
Map
 +7...",1500,110,Appartement,1,Location,Agence,Riadh Landalous : S+3 en location,https://cdn-media.medialabtc.it/tn/agencies/tuha2/estates/63789/images/368273/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuha2/estates/63789/images/368273/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha2/estates/63789/images/368272/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha2/estates/63789/images/368271/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha2/estates/63789/images/368301/gallery_media.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
63188,S+1 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
La Marsa
La Marsa
S+1 en location
Video
visite 360°
Photos
Plan
Map
 +10
S+1...",1400,46,Appartement,1,Location,Agence,La Marsa : S+1 en location,https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63188/images/363646/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63188/images/363646/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63188/images/363617/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63188/images/363618/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63188/images/363647/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/1359.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/686.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/750.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/1539.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/1273.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
63591,S+3 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
La Marsa
La Marsa
S+3 en location
Video
visite 360°
Photos
Plan
Map
 +10
S+3...",3500,150,Appartement,1,Location,Agence,La Marsa : S+3 en location,https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63591/images/368390/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63591/images/368390/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63591/images/368388/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63591/images/368389/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63591/images/368386/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/1359.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/686.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/750.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/1539.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/1273.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
63733,S+3 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
La Soukra
Chotrana
S+3 en location
Video
visite 360°
Photos
Plan
Map
 +9
S+3...","
850",110,Appartement,1,Location,Agence,Chotrana : S+3 en location,https://cdn-media.medialabtc.it/tn/agencies/tuaa1/estates/63733/images/368643/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuaa1/estates/63733/images/368643/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuaa1/estates/63733/images/368644/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuaa1/estates/63733/images/368645/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuaa1/estates/63733/images/368652/gallery_media.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,1,2026-02-15 21:24:08,N/A,N/A
63696,S+4 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
Jardins de Carthage
Les Jardins De Carthage
S+4 en location
Video
visite 360...",2500,231,Appartement,1,Location,Agence,Les Jardins De Carthage : S+4 en location,https://cdn-media.medialabtc.it/tn/agencies/tuhb5/estates/63696/images/367833/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/estates/63696/images/367833/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/estates/63696/images/367822/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/estates/63696/images/367829/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/estates/63696/images/367823/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/images/team_member/production/1677.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/images/team_member/production/1751.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/images/team_member/production/1678.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuhb5/images/team_member/production/1703.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,2,2026-02-15 21:24:08,N/A,N/A
63646,S+1 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
El Mourouj
El Mourouj 6
S+1 en location
Video
visite 360°
Photos
Plan
Map
 +...","
850",70,Appartement,1,Location,Agence,El Mourouj 6 : S+1 en location,https://cdn-media.medialabtc.it/tn/agencies/tumo1/estates/63646/images/367845/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tumo1/estates/63646/images/367845/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tumo1/estates/63646/images/367847/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tumo1/estates/63646/images/367846/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tumo1/estates/63646/images/367844/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tumo1/images/team_member/production/1499.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tumo1/images/team_member/production/1344.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tumo1/images/team_member/production/1607.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tumo1/images/team_member/production/1497.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tumo1/images/team_member/production/1631.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,2,2026-02-15 21:24:08,N/A,N/A
63023,S+3 en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
La Marsa
La Marsa
S+3 en location
Video
visite 360°
Photos
Plan
Map
 +1
S+3 ...",4500,160,Appartement,1,Location,Agence,La Marsa : S+3 en location,https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63023/images/368130/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63023/images/368130/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63023/images/368129/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63023/images/368127/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63023/images/368128/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/1359.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/686.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/750.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/1539.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/1273.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,2,2026-02-15 21:24:08,N/A,N/A
63721,Duplex en location," Immobilier Professionnel
 
 Evaluer mon bien
 
 Chercher une agence
 
 Se connecter
ACCUEIL
IMMOBILIER PROFESSIONNEL
EVALUER MON BIEN
CHERCHER UNE AGENCE
SE CONNECTER
Accueil
Appartement en location
Appartement Grand Tunis
La Marsa
La Marsa
Duplex en location
Video
visite 360°
Photos
Plan
Map
 +5
D...",1650,70,Appartement,1,Location,Agence,La Marsa : Duplex en location,https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63721/images/368152/detail.jpeg,"[""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63721/images/368152/detail.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63721/images/368151/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63721/images/368149/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/63721/images/368147/gallery_media.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/1359.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/686.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/750.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/1539.jpeg"", ""https://cdn-media.medialabtc.it/tn/agencies/tuha1/images/team_member/production/1273.jpeg""]",[],Tecnocasa,Tecnocasa,1,1,1,1,1,1,[],2026-02-15 21:24:08,2026-02-15 21:24:08,2026-02-15 21:24:08,,2,2026-02-15 21:24:08,N/A,N/A
